SubAgency,Description,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,State,VehicleType,Year,Make,Model,Color,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Speeding,Violation Type
"6th District, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.167757,-77.205037,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,FIT,BLACK,Transportation Article,False,WHITE,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,39.045567,-76.99106,No,No,No,No,No,No,No,Yes,No,Yes,MD,02 - Automobile,2007.0,TOYT,COROLLA,TAN,Transportation Article,False,WHITE,M,LAUREL,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.18463,-77.263023,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2004.0,YAMAHA,MOTORCYCLE,MULTICOLOR,Transportation Article,False,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",POSSESSING SUSPENDED LIC.,39.210296,-77.240618,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,TOYOTA,SOLARA,WHITE,Transportation Article,False,WHITE,F,DAMASCUS,MD,MD,S - License Plate Recognition,No,Citation
Headquarters and Special Operations,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,39.086647,-77.175252,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,NISSAN,XTERRA,BLACK,Transportation Article,False,HISPANIC,M,ADELPHI,MD,XX,A - Marked Patrol,Yes,Citation
"4th District, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,39.008163,-76.98425,Yes,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HONDA,CIVIC,BLACK,Transportation Article,True,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Yes,Citation
"3rd District, Silver Spring",EXCEEDING MAXIMUM SPEED: 59 MPH IN A POSTED 40 MPH ZONE,39.10983,-76.923608,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993.0,HONDA,CIVIC,GREEN,Transportation Article,False,WHITE,M,CATONSVILLE,MD,MD,E - Marked Stationary Radar,Measured,Citation
"1st District, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.12394,-77.365683,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2015.0,MERCEDES,SUV,MAROON,Transportation Article,False,WHITE,F,POOLESVILLE,MD,MD,Q - Marked Laser,Yes,Warning
"3rd District, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,38.990561,-77.022937,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1995.0,CHEVROLET,TAHOE,WHITE,Transportation Article,False,HISPANIC,M,HYATTSVILLE,MD,XX,A - Marked Patrol,No,Citation
"5th District, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.178212,-77.27315,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HONDA,ACCORD,BLUE,Transportation Article,False,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,39.14083,-77.215447,Yes,No,No,No,No,No,No,Yes,No,No,MD,02 - Automobile,2005.0,TOYT,MATRIX,SILVER,Transportation Article,True,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",STOP LIGHTS (*),38.992865,-76.991732,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYT,2S,GRAY,Transportation Article,False,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",DRIVING MOTOR VEHICLE OFF ROADWAY WHILE PASSING VEHICLE,39.095683,-76.999363,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEVROLET,CAVALIER,SILVER,Transportation Article,False,ASIAN,F,SEVERN,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,39.158795,-77.075535,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HONDA,CIVIC,BLUE,Transportation Article,False,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,0.0,0.0,No,No,No,No,No,No,No,No,No,Yes,MD,01 - Motorcycle,2011.0,CHEV,4S,BLUE,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVING UNSAFE VEH. ON HWY.,39.052778,-77.044435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,ACCORD,WHITE,Transportation Article,False,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,38.996528,-77.106953,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,FORD,EXPLORER,TAN,Transportation Article,True,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Yes,Citation
"3rd District, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,0.0,0.0,No,No,No,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004.0,DODGE,DAKOTA,SILVER,Transportation Article,False,WHITE,M,NORTH EAST,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,39.116376,-77.076077,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2004.0,TOYOTA,COROLLA,BEIGE,Transportation Article,False,HISPANIC,M,WASHINGTON,DC,DC,B - Unmarked Patrol,No,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,39.150998,-77.174765,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,CHEV,PK,WHITE,Transportation Article,False,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,39.128912,-77.202162,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,CHRY,VAN,RED,Transportation Article,False,ASIAN,M,RIVERDALE,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,39.150623,-77.300792,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2004.0,BMW,X3,SILVER,Transportation Article,False,ASIAN,M,BOYDS,MD,MD,B - Unmarked Patrol,No,Warning
"5th District, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.177247,-77.263713,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,FORD,ESCORT,GREEN,Transportation Article,False,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,AUDI,4S,SILVER,Transportation Article,False,OTHER,M,BELTSVILLE,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,39.064157,-77.09633,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2000.0,ACUR,4S,TAN,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,39.040375,-76.989835,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,GMC,ARCADIA,WHITE,Transportation Article,False,BLACK,M,OLNEY,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,39.063863,-77.274325,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,ACCORD,RED,Transportation Article,False,WHITE,F,POOLESVILLE,MD,MD,Q - Marked Laser,Yes,Warning
"2nd District, Bethesda",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.01255,-77.08753,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HYUNDAI,SANTA FE,SILVER,Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,39.15475,-77.214965,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2016.0,TOYT,TACOMA,ORANGE,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),No,Warning
"3rd District, Silver Spring",DRIVING ON HWY. WITH OBJ/MATERIAL/OBSTRUCT HANGINGFROM REARVIEW MIRROR INTERFERING W/CLEAR VIEW,38.99709,-77.027117,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYOTA,CAMRY,GRAY,Transportation Article,False,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.067255,-77.128077,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,TOYT,4S,GREEN,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",DRIVER CHANGING LANES WHEN UNSAFE,39.184217,-77.255293,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,ACUR,4D,SILVER,Transportation Article,False,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPSWHILE OPERATING WINDSHIELD WIPERS,38.995462,-77.029233,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYOTA,COROLLA,BLACK,Transportation Article,False,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Warning
"1st District, Rockville","HEADLIGHT, TAILLIGHT, STOPLIGHT, TURN SIGNAL, ID LIGHT, CLEARANCE LIGHT, MARKER LIGHT INOPERATIVE",38.978612,-77.130847,No,No,No,No,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,2017.0,ISUZU,TRUCK,WHITE,Maryland Rules,False,BLACK,M,GAITHERSBURG,MD,CO,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,39.169928,-77.205313,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,4S,BLUE,Transportation Article,False,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",TAG LIGHTS (*),38.986188,-77.087875,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,ACCORD,WHITE,Transportation Article,False,HISPANIC,F,NORTH BETHESDA,MD,MD,A - Marked Patrol,No,Repair Order
"3rd District, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,38.99346,-77.027035,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,SUBARU,OUTBACK,SILVER,Transportation Article,False,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,No,Warning
"5th District, Germantown","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",39.174938,-77.23333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2005.0,DODGE,DURANGO,MAROON,Transportation Article,False,BLACK,M,BOYDS,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,39.055925,-76.971593,Yes,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HOND,TK,BLACK,Transportation Article,True,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,Yes,Citation
"6th District, Gaithersburg / Montgomery Village",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,39.159648,-77.20044,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,DODGE,RAM,SILVER,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.169505,-77.191216,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,NISS,4S,BLACK,Transportation Article,False,WHITE,M,GLENN DALE,MD,MD,A - Marked Patrol,No,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,39.017628,-77.209177,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017.0,VOLV,XC09,GRAY,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,39.122272,-77.238655,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,TOYOTA,CAMRY,WHITE,Transportation Article,False,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.118115,-77.205422,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,JEEP,CHEROKEE,"GREEN, LGT",Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.997857,-77.027093,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HONDA,ACCORD,RED,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,38.990212,-77.023703,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,SCION,WHITE,Transportation Article,False,BLACK,F,WASHINGTON,DC,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",WINDOW TINT,39.099033,-77.099495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,VOLKSWAGEN,PASSAT,BLUE,Transportation Article,False,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,No,Repair Order
"4th District, Wheaton",DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL,39.154537,-77.055228,No,No,No,No,No,No,No,Yes,No,No,NY,02 - Automobile,2010.0,HONDA,ACCORD,WHITE,Transportation Article,False,OTHER,M,SILVER SPRING,MD,SC,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,CHRY,PACIFICA,WHITE,Transportation Article,False,OTHER,F,TAKOMA PARK,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,39.081103,-77.000888,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,FORD,F250,RED,Transportation Article,False,WHITE,M,CATONSVILLE,MD,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,39.060062,-77.048872,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,1996.0,LANDROVER,DISCOVERY,"GREEN, DK",Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,0.0,0.0,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,GMC,SUV,BLACK,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",STOP LIGHTS (*),39.167478,-77.211587,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,KIA,4S,RED,Transportation Article,False,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,No,Repair Order
"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.162071,-77.2247,No,Yes,No,No,No,Yes,No,No,No,No,MD,28 - Other,2006.0,MERCURY,MOUNTAINEER,SILVER,Transportation Article,False,WHITE,M,MOUNT AIRY,MD,MD,R - Unmarked Laser,Yes,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.149727,-77.233898,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,1999.0,FORD,E-350,WHITE,Transportation Article,False,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,No,Citation
"5th District, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 61 MPH IN A POSTED 40 MPH ZONE,39.216309,-77.239662,No,No,No,No,No,No,No,No,No,No,TX,02 - Automobile,2010.0,TOYOTA,CAMRY,MAROON,Transportation Article,False,BLACK,M,LA CROSSE,WI,WI,Q - Marked Laser,Measured,Citation
"5th District, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.140782,-77.285197,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2010.0,SUBA,SW,GREEN,Transportation Article,False,WHITE,M,FREDERICK,MD,MD,Q - Marked Laser,Yes,Warning
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.012258,-77.01706,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2013.0,TOYOTA,VAN,BLACK,Transportation Article,False,ASIAN,M,ELLICOTT CITY,MD,MD,L - Motorcycle,No,Citation
Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,39.1054,-77.231708,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2023.0,BMW,230I,WHITE,Transportation Article,False,WHITE,F,N. POTOMAC,MD,MD,Q - Marked Laser,Yes,Warning
"1st District, Rockville",OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH. DURING REG. PERIOD,39.104962,-77.204113,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,LEXUS,LS 400,"GREEN, DK",Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 40 MPH ZONE,39.128118,-77.161268,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011.0,JEEP,CHEROKEE,RED,Transportation Article,False,WHITE,F,FREDERICK,MD,MD,Q - Marked Laser,Measured,Citation
Headquarters and Special Operations,HEADLIGHTS (*),39.040433,-77.054892,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,HEVY,EXPRESS,WHITE,Transportation Article,False,ASIAN,M,FALLS CHURCH,VA,VA,A - Marked Patrol,No,Repair Order
"5th District, Germantown",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,39.174202,-77.248638,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,ACCORD,GRAY,Transportation Article,False,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,39.113588,-77.075568,No,Yes,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013.0,SUBA,4S,GREEN,Transportation Article,False,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Warning
"4th District, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.078565,-77.080873,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2012.0,CHEV,IMPALA,RED,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"1st District, Rockville",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,39.07152,-77.132522,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,KIA,4D,"GREEN, DK",Transportation Article,False,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"6th District, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,39.183807,-77.198728,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,TOYT,4S,WHITE,Transportation Article,False,HISPANIC,F,BELTSVILLE,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,39.03473,-77.024717,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HYUN,SONATA,GRAY,Transportation Article,False,BLACK,F,KENSINGTON,MD,MD,A - Marked Patrol,No,Warning
"4th District, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,39.047123,-77.04742,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,FORD,E250,WHITE,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"2nd District, Bethesda",POSSESSING SUSPENDED LIC.,39.03341,-77.07509,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,FORD,FOCUS,BEIGE,Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Citation
"6th District, Gaithersburg / Montgomery Village","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",39.149843,-77.233883,No,No,No,No,No,No,No,No,No,Yes,MD,02 - Automobile,2011.0,NISSAN,ALTIMA,RED,Transportation Article,False,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,No,Citation
"3rd District, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,39.012786,-77.029809,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HOND,SD,GRAY,Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Yes,Warning
"3rd District, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,38.99041,-77.023072,No,No,No,No,No,No,No,Yes,No,Yes,MD,02 - Automobile,2013.0,HYUMDAI,4DR,SILVER,Transportation Article,False,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,39.06228,-77.047873,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,FORD,TK,WHITE,Transportation Article,False,WHITE,M,SILVER SPRING,MD,XX,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.077393,-77.123448,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,LINCOLN,TOWN CAR,GREEN,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",GLASS (*),39.03015,-77.124678,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,FIAT,TK,WHITE,Transportation Article,False,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Repair Order
"3rd District, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,38.996657,-77.028583,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,FORD,ESCAPE,RED,Transportation Article,False,BLACK,F,UPPER MARLBORO,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,39.031048,-77.004483,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,YARIS,RED,Transportation Article,False,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,No,Warning
"3rd District, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,39.0676,-76.958032,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,MERCEDES BENZ,4 MATIC,WHITE,Transportation Article,False,OTHER,F,SILVER SPRING,MI,MD,A - Marked Patrol,No,Citation
"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,39.098377,-77.098975,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,TOYT,TK,BLACK,Transportation Article,False,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",38.990565,-77.152392,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,VOLVO,SW,BLACK,Transportation Article,False,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,No,Warning
"2nd District, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,39.07006,-77.169405,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2024.0,TESLA,CROSOVER,WHITE,Transportation Article,False,OTHER,F,ROCKVILLE,MD,MD,A - Marked Patrol,No,Citation
"1st District, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,39.071583,-77.109175,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2002.0,BMW,X5,GREEN,Transportation Article,False,BLACK,M,HYATTSVILLE,MD,DC,A - Marked Patrol,No,Citation
