SubAgency,Description,Latitude,Longitude,Accident,Belts,"Personal Injury","Property Damage",Fatal,"Commercial License","Commercial Vehicle",Alcohol,"Work Zone","Search Conducted",State,VehicleType,Year,Make,Model,Color,Article,"Contributed To Accident",Race,Gender,"Driver City","Driver State","DL State","Arrest Type","Violation Type"
"6th District, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.160363,-77.220322,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,MITS,2D,GRAY,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR",39.124062,-77.175893,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,BMW,4S,WHITE,"Transportation Article",False,WHITE,F,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",39.016663,-77.016042,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1996,NISS,4S,SILVER,"Transportation Article",False,BLACK,F,BURTONSVILLE,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING W/O CURRENT TAGS",39.108213,-77.075923,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1996,TOYOTA,CAMRY,TAN,"Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.163039,-77.226146,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,FORD,EDGE,BLACK,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Warning
"5th District, Germantown","DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",39.203778,-77.259712,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,NISS,MAXIMA,WHITE,"Transportation Article",False,BLACK,M,CLARKSBURG,MD,MD,"L - Motorcycle",Warning
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.981971,-77.099792,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,CHEVROLET,4S,RED,"Transportation Article",False,BLACK,F,BETHESDA,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,SATU,TK,GRAY,"Transportation Article",False,WHITE,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.",39.11331,-77.242685,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,TOYT,COROLLA,BLUE,"Transportation Article",False,WHITE,F,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",39.151422,-77.092605,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,FORD,ESCAPE,SILVER,"Transportation Article",False,WHITE,F,OLNEY,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.116299,-77.072899,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,VW,BEETLE,"GREEN, LGT","Transportation Article",False,BLACK,F,ASHTON,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","PROHIBITED DRIVING IN CENTER LANE",39.085373,-77.165167,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,LEXUS,LS430,BLACK,"Transportation Article",False,WHITE,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS",39.090852,-77.04629,No,No,No,No,No,No,No,No,No,No,KY,"02 - Automobile",2003,GMC,SIERRA,RED,"Transportation Article",False,WHITE,M,"COLLEGE PARK",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY",38.981465,-77.135405,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,NISS,SD,BLACK,"Transportation Article",False,BLACK,M,CROWNSVILLE,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL",39.157008,-77.20583,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,HOND,4S,SILVER,"Transportation Article",False,BLACK,F,LAUREL,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",39.183193,-77.263867,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,FORD,TRANSIT,WHITE,"Transportation Article",False,HISPANIC,F,"NORTH POTOMAC",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH",39.278093,-77.203871,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1997,BMW,328I,WHITE,"Transportation Article",False,WHITE,M,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED",38.99268,-77.107313,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,HOND,TK,RED,"Transportation Article",False,WHITE,F,BETHESDA,MD,XX,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH",39.143288,-77.159888,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,CHRYS,SEBRING,GOLD,"Transportation Article",False,BLACK,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Warning
"2nd District, Bethesda","FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.",39.022512,-77.146792,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,XLE,GREEN,"Transportation Article",False,WHITE,F,"CHEVY CHASE",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH",39.04137,-77.051483,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,HYUN,4S,TAN,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAIL TO DISPLAY LICENSE ON DEMAND",39.148867,-77.066838,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,FORD,FOCUS,SILVER,"Transportation Article",False,WHITE,F,FAIRFAX,VA,VA,"A - Marked Patrol",Warning
"2nd District, Bethesda","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",38.991438,-77.077402,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HONDA,CIVIC,SILVER,"Transportation Article",False,ASIAN,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL",39.132093,-77.188399,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1999,TOYT,4S,GREEN,"Transportation Article",False,BLACK,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH",39.223748,-77.391745,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2017,SUBARU,FORESTER,"BLUE, LIGHT","Transportation Article",False,OTHER,F,CLARKSBURG,MD,MD,"B - Unmarked Patrol",Warning
"5th District, Germantown","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",39.288662,-77.201435,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,CHEV,CN,SILVER,"Transportation Article",False,WHITE,F,MONROVIA,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",39.102027,-77.141738,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1999,MAZDA,PROTEGE,BLACK,"Transportation Article",False,BLACK,M,DERWOOD,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DISPLAYING  REG. PLATE ISSUED FOR OTHER VEHICLE",39.14945,-77.216152,No,No,No,No,No,No,No,No,No,No,WV,"02 - Automobile",1997,FORD,EXPLORER,GREEN,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL",39.069561,-77.003011,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,TESLA,"MODEL S",RED,"Transportation Article",False,OTHER,M,ROCKVILLE,MD,MD,"L - Motorcycle",Warning
"5th District, Germantown","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED",39.184037,-77.239078,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,MAZDA,MPV,GREEN,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.152486,-77.065678,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2002,VOLK,4S,SILVER,"Transportation Article",False,WHITE,F,OLNEY,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.980472,-77.088072,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,CHEVY,EQUINOX,BLACK,"Transportation Article",False,BLACK,F,BALTIMORE,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.100546,-77.214286,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2022,VW,GLI,SILVER,"Transportation Article",False,WHITE,M,GERMANTOWN,MD,MD,"Q - Marked Laser",Warning
"5th District, Germantown","DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100 OF TRAVEL BEFORE TURNING",39.154293,-77.277825,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,HONDA,CIVIC,BLACK,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH",39.040688,-77.2343,No,No,No,No,No,No,No,No,No,No,MD,"01 - Motorcycle",2022,MERZ,"GLC 300",GRAY,"Transportation Article",False,ASIAN,M,POTOMAC,MD,MD,"Q - Marked Laser",Warning
"5th District, Germantown","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.182687,-77.263037,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,PRIUS,"BLUE, LIGHT","Transportation Article",False,WHITE,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.042549,-77.129664,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,TOYT,CAMRY,BLACK,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"M - Marked (Off-Duty)",Warning
"1st District, Rockville","DRIVER WRITING AN ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",39.064812,-77.126657,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,BMW,TK,WHITE,"Transportation Article",False,WHITE,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,CHRYLER,"TOWN & COUNTRY","BLUE, DARK","Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"B - Unmarked Patrol",Warning
"1st District, Rockville","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.103618,-77.26256,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2016,NISSAN,ALTIMA,GRAY,"Transportation Article",False,OTHER,M,"NORTH POTOMAC",MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",39.237487,-77.235785,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,BMW,128I,WHITE,"Transportation Article",False,WHITE,F,DAMASCUS,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO STOP AT STOP SIGN LINE",38.999537,-76.995968,No,No,No,No,No,No,No,No,No,Yes,MD,"02 - Automobile",2002,FORD,CONVERTIBLE,BLACK,"Transportation Article",False,HISPANIC,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVING WRONG WAY--ONE WAY STREET",39.168017,-77.267185,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HONDA,CIVIC,WHITE,"Transportation Article",False,HISPANIC,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.104025,-77.2915,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,LEXUS,ES300H,SILVER,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.",39.098638,-77.21022,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,MERZ,SD,WHITE,"Transportation Article",False,BLACK,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.183765,-77.193513,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,HONDA,ACCORD,GRAY,"Transportation Article",False,HISPANIC,M,WASHINGTON,DC,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED",39.17942,-77.265997,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2005,CHEVROLET,CAVALIER,SILVER,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.083107,-77.086255,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,TOYT,HIGHLANDER,BLACK,"Transportation Article",False,HISPANIC,F,CAMBRIDGE,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR",39.053638,-77.102172,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,TOYOTA,CAMRY,"BLUE, DARK","Transportation Article",False,BLACK,M,DERWOOD,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS",39.041172,-77.05283,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,NISS,4D,SILVER,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.097904,-77.137244,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2007,SATURN,ION,WHITE,"Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.07543,-77.136882,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",2006,HONDA,CIVIC,BLACK,"Transportation Article",False,WHITE,F,WASHINGTON,DC,DC,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.030962,-77.04815,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,TOYOTA,CAMRY,BLACK,"Transportation Article",False,OTHER,F,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVING UNSECURED LOADED VEH.",39.067083,-76.960057,No,No,No,No,No,No,No,No,No,No,MD,"06 - Heavy Duty Truck",2002,FORD,TK,WHITE,"Transportation Article",False,OTHER,M,"SILVER SPRING",MD,MD,"B - Unmarked Patrol",Warning
"5th District, Germantown","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE ANY OTHER TURN",39.191495,-77.229908,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2010,CHEVEROLET,"AVEO LT",SILVER,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM",39.078132,-77.0753,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2008,TOYT,"TK TACOMA PU",SILVER,"Transportation Article",False,HISPANIC,M,"SILVER SPRING",MD,MD,"B - Unmarked Patrol",Warning
"5th District, Germantown","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE",39.189933,-77.2671,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,CHEVY,TK,GRAY,"Transportation Article",False,WHITE,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED",38.98737,-77.027064,No,No,No,No,No,No,No,No,No,Yes,VA,"02 - Automobile",2005,HONDA,ACCORD,"BLUE, DARK","Transportation Article",False,BLACK,M,WASHINGTON,DC,DC,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.",39.17256,-77.202832,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2006,DODG,"SPRINTER 3500",WHITE,"Transportation Article",False,HISPANIC,M,"MONTGOMERY VILLAGE",MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","PARKING WHERE PROHIBITED BY OFFICIAL SIGNS",39.176057,-77.213207,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2003,SATURN,ION,BLACK,"Transportation Article",False,OTHER,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND",39.089967,-77.069526,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,CHEV,TAHOE,BLACK,"Transportation Article",False,BLACK,M,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.166577,-77.228835,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,VW,2.5,SILVER,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED",39.2858,-77.195198,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2001,CHEV,SOLVERADO,SILVER,"Transportation Article",False,WHITE,M,OLNEY,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.162172,-77.282135,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,HONDA,CRV,SILVER,"Transportation Article",False,ASIAN,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING",39.16356,-77.282568,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2013,HONDA,ODYSSEY,BLACK,"Transportation Article",False,WHITE,M,BOYDS,MD,MD,"A - Marked Patrol",Warning
"Headquarters and Special Operations","DRIVER FAILURE TO STOP AT STOP SIGN LINE",39.1165,-77.199158,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2009,NISSAN,MAXIMA,GRAY,"Transportation Article",False,OTHER,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"1st District, Rockville","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS",39.103022,-77.190152,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2008,CHRYSLER,300,GRAY,"Transportation Article",False,BLACK,M,ROCKVILLE,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","PROVISIONAL DRIVER UNDER 18 DRIVING M/V W/PASSENGER UNDER 18",0,0,No,No,No,No,No,No,No,No,No,No,PA,"02 - Automobile",2002,CHEV,PRIZM,TAN,"Transportation Article",False,BLACK,M,BOYDS,PA,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",39.048505,-77.051873,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2001,HOND,ACCORD,BLACK,"Transportation Article",False,WHITE,F,"SILVER SPRING",MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.",0,0,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2012,HYUNDAI,SONATA,RED,"Transportation Article",False,BLACK,F,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER",39.184078,-77.267488,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2018,TOYOTA,C-HR,SILVER,"Transportation Article",False,BLACK,M,GERMANTOWN,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION",39.112045,-77.065682,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",1991,TOYOTA,PREVIA,WHITE,"Transportation Article",False,WHITE,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVER FAILURE TO STOP AT STOP SIGN LINE",38.984062,-77.084713,No,No,No,No,No,No,No,No,No,No,CT,"05 - Light Duty Truck",2010,TOYT,4RUNNER,BLACK,"Transportation Article",False,WHITE,F,"CHEVY CHASE",MD,CT,"A - Marked Patrol",Warning
"6th District, Gaithersburg / Montgomery Village","FAILURE TO HAVE REQ. REAR SEAT BELTS ON REGISTERED MOTOR VEH.",39.124035,-77.231783,No,No,No,No,No,No,No,No,No,No,MD,"05 - Light Duty Truck",2010,FORD,VN,GRAY,"Transportation Article",False,WHITE,M,GAITHERSBURG,MD,MD,"A - Marked Patrol",Warning
"5th District, Germantown","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.229522,-77.23674,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2017,FORD,ESCAPE,BLACK,"Transportation Article",False,BLACK,F,DAMASCUS,MD,MD,"A - Marked Patrol",Warning
"4th District, Wheaton","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH",39.042188,-77.076253,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2014,TOYOTA,RAV4,GRAY,"Transportation Article",False,ASIAN,F,ROCKVILLE,MD,MD,"Q - Marked Laser",Warning
"1st District, Rockville","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH",39.10355,-77.15588,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,NISS,4S,BLACK,"Transportation Article",False,HISPANIC,M,GAITHERSBURG,MD,MD,"Q - Marked Laser",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS",38.996471,-77.031153,No,No,No,No,No,No,No,No,No,No,MD,"02 - Automobile",2004,CHRY,2S,BLACK,"Transportation Article",False,BLACK,M,HYATTSVILLE,MD,MD,"A - Marked Patrol",Warning
"3rd District, Silver Spring","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL",39.153142,-77.14162,No,No,No,Yes,No,No,No,No,No,No,MD,"02 - Automobile",2023,RAM,1500,BLACK,"Transportation Article",False,WHITE,M,WOODBINE,MD,MD,"A - Marked Patrol",Warning
"2nd District, Bethesda","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS",38.983788,-77.093167,No,No,No,No,No,No,No,No,No,No,DC,"02 - Automobile",2005,PORSCHE,BOXSTER,BLACK,"Transportation Article",False,WHITE,M,WASHINGTON,DC,DC,"A - Marked Patrol",Warning
"5th District, Germantown","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE",39.198498,-77.26208,No,No,No,No,No,No,No,No,No,No,PA,"02 - Automobile",2009,TOYO,COROLLA,SILVER,"Transportation Article",False,ASIAN,M,FAIRFAX,VA,VA,"A - Marked Patrol",Warning
